"WEEK_END_DATE","STORE_NUM","UPC","UNITS","VISITS","HHS","SPEND","PRICE","BASE_PRICE","FEATURE","DISPLAY","TPR_ONLY","STORE_NAME","ADDRESS_CITY_NAME","ADDRESS_STATE_PROV_CODE","MSA_CODE","SEG_VALUE_NAME","PARKING_SPACE_QTY","SALES_AREA_SIZE_NUM","AVG_WEEKLY_BASKETS","DESCRIPTION","MANUFACTURER","CATEGORY","SUB_CATEGORY","DISCOUNT_PRICE","DISCOUNT_PERCENT","DISCOUNT","PRODUct_SIZE_Milli","Promo"
2009-01-14,367,1600027527,12,10,10,38.28,3.19,3.19,"0","0","0","15TH & MADISON","COVINGTON","KY","17140","VALUE",196,24721,12706.532051,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0,0,"0",362.275375,0
2009-01-21,367,1600027527,7,7,7,22.33,3.19,3.19,"0","0","0","15TH & MADISON","COVINGTON","KY","17140","VALUE",196,24721,12706.532051,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0,0,"0",362.275375,0
2009-01-28,367,1600027527,9,9,9,28.71,3.19,3.19,"0","0","0","15TH & MADISON","COVINGTON","KY","17140","VALUE",196,24721,12706.532051,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0,0,"0",362.275375,0
2009-02-04,367,1600027527,18,17,16,57.42,3.19,3.19,"0","0","0","15TH & MADISON","COVINGTON","KY","17140","VALUE",196,24721,12706.532051,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0,0,"0",362.275375,0
2009-02-11,367,1600027527,243,187,179,403.38,1.66,3.19,"1","1","0","15TH & MADISON","COVINGTON","KY","17140","VALUE",196,24721,12706.532051,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",1.53,47.9623824451411,"1",362.275375,1
2009-02-18,367,1600027527,146,117,115,245.28,1.68,3.19,"0","1","0","15TH & MADISON","COVINGTON","KY","17140","VALUE",196,24721,12706.532051,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",1.51,47.3354231974922,"1",362.275375,1
2009-02-25,367,1600027527,131,105,103,217.46,1.66,3.19,"1","1","0","15TH & MADISON","COVINGTON","KY","17140","VALUE",196,24721,12706.532051,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",1.53,47.9623824451411,"1",362.275375,1
2009-03-04,367,1600027527,32,26,26,55.04,1.72,3.19,"0","1","0","15TH & MADISON","COVINGTON","KY","17140","VALUE",196,24721,12706.532051,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",1.47,46.0815047021944,"1",362.275375,1
2009-03-11,367,1600027527,18,18,18,54.18,3.01,3.01,"0","0","0","15TH & MADISON","COVINGTON","KY","17140","VALUE",196,24721,12706.532051,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0,0,"0",362.275375,0
2009-03-18,367,1600027527,18,17,17,54.36,3.02,3.02,"0","0","0","15TH & MADISON","COVINGTON","KY","17140","VALUE",196,24721,12706.532051,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0,0,"0",362.275375,0
2009-03-25,367,1600027527,8,7,7,22.72,2.84,2.84,"0","0","0","15TH & MADISON","COVINGTON","KY","17140","VALUE",196,24721,12706.532051,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0,0,"0",362.275375,0
2009-04-01,367,1600027527,7,7,7,15.96,2.28,2.84,"0","0","1","15TH & MADISON","COVINGTON","KY","17140","VALUE",196,24721,12706.532051,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0.56,19.7183098591549,"1",362.275375,1
2009-04-08,367,1600027527,19,19,19,54.53,2.87,2.87,"0","0","0","15TH & MADISON","COVINGTON","KY","17140","VALUE",196,24721,12706.532051,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0,0,"0",362.275375,0
2009-04-15,367,1600027527,18,18,18,57.42,3.19,3.19,"0","0","0","15TH & MADISON","COVINGTON","KY","17140","VALUE",196,24721,12706.532051,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0,0,"0",362.275375,0
2009-04-22,367,1600027527,14,14,14,44.66,3.19,3.19,"0","0","0","15TH & MADISON","COVINGTON","KY","17140","VALUE",196,24721,12706.532051,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0,0,"0",362.275375,0
2009-04-29,367,1600027527,18,16,14,57.42,3.19,3.19,"0","0","0","15TH & MADISON","COVINGTON","KY","17140","VALUE",196,24721,12706.532051,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0,0,"0",362.275375,0
2009-05-06,367,1600027527,45,34,34,90,2,3.19,"1","0","0","15TH & MADISON","COVINGTON","KY","17140","VALUE",196,24721,12706.532051,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",1.19,37.3040752351097,"1",362.275375,1
2009-05-13,367,1600027527,17,17,17,54.23,3.19,3.19,"0","0","0","15TH & MADISON","COVINGTON","KY","17140","VALUE",196,24721,12706.532051,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0,0,"0",362.275375,0
2009-05-20,367,1600027527,12,12,12,31.92,2.66,3.19,"0","0","1","15TH & MADISON","COVINGTON","KY","17140","VALUE",196,24721,12706.532051,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0.53,16.6144200626959,"1",362.275375,1
2009-05-27,367,1600027527,17,17,16,47.77,2.81,3.19,"0","0","1","15TH & MADISON","COVINGTON","KY","17140","VALUE",196,24721,12706.532051,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0.38,11.9122257053292,"1",362.275375,1
2009-06-03,367,1600027527,13,13,13,31.85,2.45,3.19,"0","0","1","15TH & MADISON","COVINGTON","KY","17140","VALUE",196,24721,12706.532051,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0.74,23.1974921630094,"1",362.275375,1
2009-06-10,367,1600027527,16,16,14,51.04,3.19,3.19,"0","0","0","15TH & MADISON","COVINGTON","KY","17140","VALUE",196,24721,12706.532051,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0,0,"0",362.275375,0
2009-06-17,367,1600027527,12,12,12,34.68,2.89,2.89,"0","0","0","15TH & MADISON","COVINGTON","KY","17140","VALUE",196,24721,12706.532051,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0,0,"0",362.275375,0
2009-06-24,367,1600027527,15,14,13,47.85,3.19,3.19,"0","0","0","15TH & MADISON","COVINGTON","KY","17140","VALUE",196,24721,12706.532051,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0,0,"0",362.275375,0
2009-07-01,367,1600027527,15,15,13,47.85,3.19,3.19,"0","0","0","15TH & MADISON","COVINGTON","KY","17140","VALUE",196,24721,12706.532051,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0,0,"0",362.275375,0
2009-07-08,367,1600027527,12,12,12,38.28,3.19,3.19,"0","0","0","15TH & MADISON","COVINGTON","KY","17140","VALUE",196,24721,12706.532051,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0,0,"0",362.275375,0
2009-07-15,367,1600027527,8,10,10,25.52,3.19,3.19,"0","0","0","15TH & MADISON","COVINGTON","KY","17140","VALUE",196,24721,12706.532051,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0,0,"0",362.275375,0
2009-07-22,367,1600027527,5,4,4,15.95,3.19,3.19,"0","0","0","15TH & MADISON","COVINGTON","KY","17140","VALUE",196,24721,12706.532051,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0,0,"0",362.275375,0
2009-07-29,367,1600027527,5,5,5,15.95,3.19,3.19,"0","0","0","15TH & MADISON","COVINGTON","KY","17140","VALUE",196,24721,12706.532051,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0,0,"0",362.275375,0
2009-08-05,367,1600027527,2,2,2,6.38,3.19,3.19,"0","0","0","15TH & MADISON","COVINGTON","KY","17140","VALUE",196,24721,12706.532051,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0,0,"0",362.275375,0
2009-08-12,367,1600027527,21,20,20,65.73,3.13,3.13,"0","0","0","15TH & MADISON","COVINGTON","KY","17140","VALUE",196,24721,12706.532051,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0,0,"0",362.275375,0
2009-08-19,367,1600027527,16,16,16,42.72,2.67,3.13,"0","0","1","15TH & MADISON","COVINGTON","KY","17140","VALUE",196,24721,12706.532051,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0.46,14.6964856230032,"1",362.275375,1
2009-08-26,367,1600027527,14,15,15,39.48,2.82,3.13,"0","0","1","15TH & MADISON","COVINGTON","KY","17140","VALUE",196,24721,12706.532051,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0.31,9.90415335463259,"1",362.275375,1
2009-09-02,367,1600027527,18,15,13,55.98,3.11,3.11,"0","0","0","15TH & MADISON","COVINGTON","KY","17140","VALUE",196,24721,12706.532051,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0,0,"0",362.275375,0
2009-09-09,367,1600027527,14,14,14,46.06,3.29,3.29,"0","0","0","15TH & MADISON","COVINGTON","KY","17140","VALUE",196,24721,12706.532051,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0,0,"0",362.275375,0
2009-09-16,367,1600027527,18,17,17,55.98,3.11,3.11,"0","0","0","15TH & MADISON","COVINGTON","KY","17140","VALUE",196,24721,12706.532051,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0,0,"0",362.275375,0
2009-09-23,367,1600027527,13,12,12,39.52,3.04,3.04,"0","0","0","15TH & MADISON","COVINGTON","KY","17140","VALUE",196,24721,12706.532051,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0,0,"0",362.275375,0
2009-09-30,367,1600027527,166,136,129,302.12,1.82,3.04,"1","1","0","15TH & MADISON","COVINGTON","KY","17140","VALUE",196,24721,12706.532051,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",1.22,40.1315789473684,"1",362.275375,1
2009-10-07,367,1600027527,10,10,10,29.6,2.96,2.96,"0","0","0","15TH & MADISON","COVINGTON","KY","17140","VALUE",196,24721,12706.532051,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0,0,"0",362.275375,0
2009-10-14,367,1600027527,15,15,15,49.35,3.29,3.29,"0","0","0","15TH & MADISON","COVINGTON","KY","17140","VALUE",196,24721,12706.532051,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0,0,"0",362.275375,0
2009-10-21,367,1600027527,9,9,8,29.61,3.29,3.29,"0","0","0","15TH & MADISON","COVINGTON","KY","17140","VALUE",196,24721,12706.532051,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0,0,"0",362.275375,0
2009-10-28,367,1600027527,20,18,18,59,2.95,3.29,"0","0","1","15TH & MADISON","COVINGTON","KY","17140","VALUE",196,24721,12706.532051,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0.34,10.3343465045593,"1",362.275375,1
2009-11-04,367,1600027527,10,10,9,29.5,2.95,3.29,"0","0","1","15TH & MADISON","COVINGTON","KY","17140","VALUE",196,24721,12706.532051,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0.34,10.3343465045593,"1",362.275375,1
2009-11-11,367,1600027527,21,21,21,61.95,2.95,3.29,"0","0","1","15TH & MADISON","COVINGTON","KY","17140","VALUE",196,24721,12706.532051,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0.34,10.3343465045593,"1",362.275375,1
2009-11-18,367,1600027527,103,74,72,247.2,2.4,3.29,"1","1","0","15TH & MADISON","COVINGTON","KY","17140","VALUE",196,24721,12706.532051,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0.89,27.0516717325228,"1",362.275375,1
2009-11-25,367,1600027527,12,11,11,32.4,2.7,3.29,"0","0","1","15TH & MADISON","COVINGTON","KY","17140","VALUE",196,24721,12706.532051,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0.59,17.9331306990881,"1",362.275375,1
2009-12-02,367,1600027527,14,14,14,35.42,2.53,3.29,"0","0","1","15TH & MADISON","COVINGTON","KY","17140","VALUE",196,24721,12706.532051,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0.76,23.1003039513678,"1",362.275375,1
2009-12-09,367,1600027527,21,20,20,59.01,2.81,3.29,"0","0","1","15TH & MADISON","COVINGTON","KY","17140","VALUE",196,24721,12706.532051,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0.48,14.5896656534954,"1",362.275375,1
2009-12-16,367,1600027527,19,19,19,56.05,2.95,2.95,"0","0","0","15TH & MADISON","COVINGTON","KY","17140","VALUE",196,24721,12706.532051,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0,0,"0",362.275375,0
2009-12-23,367,1600027527,10,10,10,29.5,2.95,2.95,"0","0","0","15TH & MADISON","COVINGTON","KY","17140","VALUE",196,24721,12706.532051,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0,0,"0",362.275375,0
2009-12-30,367,1600027527,12,12,11,35.4,2.95,2.95,"0","0","0","15TH & MADISON","COVINGTON","KY","17140","VALUE",196,24721,12706.532051,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0,0,"0",362.275375,0
2010-01-06,367,1600027527,10,10,10,26.6,2.66,2.66,"0","0","0","15TH & MADISON","COVINGTON","KY","17140","VALUE",196,24721,12706.532051,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0,0,"0",362.275375,0
2010-01-13,367,1600027527,24,24,24,70.8,2.95,2.95,"0","0","0","15TH & MADISON","COVINGTON","KY","17140","VALUE",196,24721,12706.532051,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0,0,"0",362.275375,0
2010-01-20,367,1600027527,28,28,27,79.52,2.84,2.84,"0","0","0","15TH & MADISON","COVINGTON","KY","17140","VALUE",196,24721,12706.532051,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0,0,"0",362.275375,0
2010-01-27,367,1600027527,26,25,25,76.7,2.95,2.95,"0","0","0","15TH & MADISON","COVINGTON","KY","17140","VALUE",196,24721,12706.532051,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0,0,"0",362.275375,0
2010-02-03,367,1600027527,11,11,11,32.45,2.95,2.95,"0","0","0","15TH & MADISON","COVINGTON","KY","17140","VALUE",196,24721,12706.532051,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0,0,"0",362.275375,0
2010-02-10,367,1600027527,24,24,24,74.64,3.11,3.11,"0","0","0","15TH & MADISON","COVINGTON","KY","17140","VALUE",196,24721,12706.532051,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0,0,"0",362.275375,0
2010-02-17,367,1600027527,25,23,23,74.5,2.98,2.98,"0","0","0","15TH & MADISON","COVINGTON","KY","17140","VALUE",196,24721,12706.532051,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0,0,"0",362.275375,0
2010-02-24,367,1600027527,10,10,10,33.9,3.39,3.39,"0","0","0","15TH & MADISON","COVINGTON","KY","17140","VALUE",196,24721,12706.532051,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0,0,"0",362.275375,0
2010-03-03,367,1600027527,11,11,11,37.29,3.39,3.39,"0","0","0","15TH & MADISON","COVINGTON","KY","17140","VALUE",196,24721,12706.532051,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0,0,"0",362.275375,0
2010-03-10,367,1600027527,15,15,15,50.85,3.39,3.39,"0","0","0","15TH & MADISON","COVINGTON","KY","17140","VALUE",196,24721,12706.532051,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0,0,"0",362.275375,0
2010-03-17,367,1600027527,10,9,9,33.9,3.39,3.39,"0","0","0","15TH & MADISON","COVINGTON","KY","17140","VALUE",196,24721,12706.532051,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0,0,"0",362.275375,0
2010-03-24,367,1600027527,7,6,5,23.73,3.39,3.39,"0","0","0","15TH & MADISON","COVINGTON","KY","17140","VALUE",196,24721,12706.532051,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0,0,"0",362.275375,0
2010-03-31,367,1600027527,10,10,10,30.5,3.05,3.39,"0","0","1","15TH & MADISON","COVINGTON","KY","17140","VALUE",196,24721,12706.532051,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0.34,10.0294985250738,"1",362.275375,1
2010-04-07,367,1600027527,15,15,15,47.4,3.16,3.16,"0","0","0","15TH & MADISON","COVINGTON","KY","17140","VALUE",196,24721,12706.532051,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0,0,"0",362.275375,0
2010-04-14,367,1600027527,18,18,18,61.02,3.39,3.39,"0","0","0","15TH & MADISON","COVINGTON","KY","17140","VALUE",196,24721,12706.532051,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0,0,"0",362.275375,0
2010-04-21,367,1600027527,16,15,15,50.88,3.18,3.18,"0","0","0","15TH & MADISON","COVINGTON","KY","17140","VALUE",196,24721,12706.532051,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0,0,"0",362.275375,0
2010-04-28,367,1600027527,7,7,7,23.73,3.39,3.39,"0","0","0","15TH & MADISON","COVINGTON","KY","17140","VALUE",196,24721,12706.532051,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0,0,"0",362.275375,0
2010-05-05,367,1600027527,13,13,13,44.07,3.39,3.39,"0","0","0","15TH & MADISON","COVINGTON","KY","17140","VALUE",196,24721,12706.532051,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0,0,"0",362.275375,0
2010-05-12,367,1600027527,19,18,18,60.99,3.21,3.21,"0","0","0","15TH & MADISON","COVINGTON","KY","17140","VALUE",196,24721,12706.532051,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0,0,"0",362.275375,0
2010-05-19,367,1600027527,18,17,16,51.12,2.84,3.21,"0","0","1","15TH & MADISON","COVINGTON","KY","17140","VALUE",196,24721,12706.532051,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0.37,11.5264797507788,"1",362.275375,1
2010-05-26,367,1600027527,16,15,14,50.72,3.17,3.17,"0","0","0","15TH & MADISON","COVINGTON","KY","17140","VALUE",196,24721,12706.532051,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0,0,"0",362.275375,0
2010-06-02,367,1600027527,3,3,3,7.14,2.38,3.17,"0","0","1","15TH & MADISON","COVINGTON","KY","17140","VALUE",196,24721,12706.532051,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0.79,24.9211356466877,"1",362.275375,1
2010-06-09,367,1600027527,15,13,13,44.4,2.96,2.96,"0","0","0","15TH & MADISON","COVINGTON","KY","17140","VALUE",196,24721,12706.532051,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0,0,"0",362.275375,0
2010-06-16,367,1600027527,30,27,27,95.1,3.17,3.17,"0","0","0","15TH & MADISON","COVINGTON","KY","17140","VALUE",196,24721,12706.532051,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0,0,"0",362.275375,0
2010-06-23,367,1600027527,12,12,12,34.92,2.91,2.91,"0","0","0","15TH & MADISON","COVINGTON","KY","17140","VALUE",196,24721,12706.532051,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0,0,"0",362.275375,0
2010-06-30,367,1600027527,9,8,8,28.53,3.17,3.17,"0","0","0","15TH & MADISON","COVINGTON","KY","17140","VALUE",196,24721,12706.532051,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0,0,"0",362.275375,0
